asset_id,entity_type,entity_id,image_type,file_name,file_path,source_url,width_px,height_px,source_page,source_priority,alt_text,sort_order,active,notes
abs_bar_be_cube_standard_hero,variant,abs_bar_be_cube_standard,hero,abs-bar-be-cube-standard-hero.jpg,abs/abs-bar-be-cube-standard/abs-bar-be-cube-standard-hero.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/06/10.jpeg,1920,1440,https://www.americanbarbecuesystems.com/product/bar-be-cube/,manufacturer,ABS Bar-Be Cube Standard front view,1,TRUE,
abs_bar_be_cube_standard_gallery_1,variant,abs_bar_be_cube_standard,gallery,abs-bar-be-cube-standard-gallery-1.jpg,abs/abs-bar-be-cube-standard/abs-bar-be-cube-standard-gallery-1.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/06/11.jpeg,1920,1440,https://www.americanbarbecuesystems.com/product/bar-be-cube/,manufacturer,ABS Bar-Be Cube Standard gallery view 1,2,TRUE,
abs_bar_be_cube_standard_gallery_2,variant,abs_bar_be_cube_standard,gallery,abs-bar-be-cube-standard-gallery-2.jpg,abs/abs-bar-be-cube-standard/abs-bar-be-cube-standard-gallery-2.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/06/1-Bar-Be-Cube-Feature-Photo.jpeg,1920,1440,https://www.americanbarbecuesystems.com/product/bar-be-cube/,manufacturer,ABS Bar-Be Cube Standard gallery view 2,3,TRUE,
abs_bar_be_cube_standard_gallery_3,variant,abs_bar_be_cube_standard,gallery,abs-bar-be-cube-standard-gallery-3.jpg,abs/abs-bar-be-cube-standard/abs-bar-be-cube-standard-gallery-3.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/06/2.jpeg,1920,1440,https://www.americanbarbecuesystems.com/product/bar-be-cube/,manufacturer,ABS Bar-Be Cube Standard gallery view 3,4,TRUE,
abs_bar_be_cube_standard_gallery_4,variant,abs_bar_be_cube_standard,gallery,abs-bar-be-cube-standard-gallery-4.jpg,abs/abs-bar-be-cube-standard/abs-bar-be-cube-standard-gallery-4.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/06/3.jpeg,1920,1440,https://www.americanbarbecuesystems.com/product/bar-be-cube/,manufacturer,ABS Bar-Be Cube Standard gallery view 4,5,TRUE,
abs_bar_be_cube_standard_gallery_5,variant,abs_bar_be_cube_standard,gallery,abs-bar-be-cube-standard-gallery-5.jpg,abs/abs-bar-be-cube-standard/abs-bar-be-cube-standard-gallery-5.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/06/4.jpeg,1920,1440,https://www.americanbarbecuesystems.com/product/bar-be-cube/,manufacturer,ABS Bar-Be Cube Standard gallery view 5,6,TRUE,
abs_bar_be_cube_standard_gallery_6,variant,abs_bar_be_cube_standard,gallery,abs-bar-be-cube-standard-gallery-6.jpg,abs/abs-bar-be-cube-standard/abs-bar-be-cube-standard-gallery-6.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/06/17.jpeg,1440,1920,https://www.americanbarbecuesystems.com/product/bar-be-cube/,manufacturer,ABS Bar-Be Cube Standard gallery view 6,7,TRUE,
abs_bar_be_cube_standard_gallery_7,variant,abs_bar_be_cube_standard,gallery,abs-bar-be-cube-standard-gallery-7.jpg,abs/abs-bar-be-cube-standard/abs-bar-be-cube-standard-gallery-7.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/06/18.jpg,1440,1920,https://www.americanbarbecuesystems.com/product/bar-be-cube/,manufacturer,ABS Bar-Be Cube Standard gallery view 7,8,TRUE,
abs_bar_be_cube_standard_gallery_8,variant,abs_bar_be_cube_standard,gallery,abs-bar-be-cube-standard-gallery-8.jpg,abs/abs-bar-be-cube-standard/abs-bar-be-cube-standard-gallery-8.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/06/19.jpg,1920,1440,https://www.americanbarbecuesystems.com/product/bar-be-cube/,manufacturer,ABS Bar-Be Cube Standard gallery view 8,9,TRUE,
abs_bar_be_cube_standard_gallery_9,variant,abs_bar_be_cube_standard,gallery,abs-bar-be-cube-standard-gallery-9.jpg,abs/abs-bar-be-cube-standard/abs-bar-be-cube-standard-gallery-9.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/06/20.jpg,1920,1440,https://www.americanbarbecuesystems.com/product/bar-be-cube/,manufacturer,ABS Bar-Be Cube Standard gallery view 9,10,TRUE,
abs_bar_be_cube_with_pellet_hopper_hero,variant,abs_bar_be_cube_with_pellet_hopper,hero,abs-bar-be-cube-with-pellet-hopper-hero.jpg,abs/abs-bar-be-cube-with-pellet-hopper/abs-bar-be-cube-with-pellet-hopper-hero.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/10/1-Bar-Be-Cube-with-Pellet-System-Feature-Photo.jpeg,1920,1440,https://www.americanbarbecuesystems.com/product/abs-bar-be-cube-with-stainless-pellet-system/,manufacturer,ABS Bar-Be Cube with Pellet Hopper front view,1,TRUE,
abs_bar_be_cube_with_pellet_hopper_gallery_1,variant,abs_bar_be_cube_with_pellet_hopper,gallery,abs-bar-be-cube-with-pellet-hopper-gallery-1.jpg,abs/abs-bar-be-cube-with-pellet-hopper/abs-bar-be-cube-with-pellet-hopper-gallery-1.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/10/2.jpeg,1920,1440,https://www.americanbarbecuesystems.com/product/abs-bar-be-cube-with-stainless-pellet-system/,manufacturer,ABS Bar-Be Cube with Pellet Hopper gallery view 1,2,TRUE,
abs_bar_be_cube_with_pellet_hopper_gallery_2,variant,abs_bar_be_cube_with_pellet_hopper,gallery,abs-bar-be-cube-with-pellet-hopper-gallery-2.jpg,abs/abs-bar-be-cube-with-pellet-hopper/abs-bar-be-cube-with-pellet-hopper-gallery-2.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/10/3.jpeg,1920,1440,https://www.americanbarbecuesystems.com/product/abs-bar-be-cube-with-stainless-pellet-system/,manufacturer,ABS Bar-Be Cube with Pellet Hopper gallery view 2,3,TRUE,
abs_bar_be_cube_with_pellet_hopper_gallery_3,variant,abs_bar_be_cube_with_pellet_hopper,gallery,abs-bar-be-cube-with-pellet-hopper-gallery-3.jpg,abs/abs-bar-be-cube-with-pellet-hopper/abs-bar-be-cube-with-pellet-hopper-gallery-3.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/10/4.jpeg,1920,1440,https://www.americanbarbecuesystems.com/product/abs-bar-be-cube-with-stainless-pellet-system/,manufacturer,ABS Bar-Be Cube with Pellet Hopper gallery view 3,4,TRUE,
abs_bar_be_cube_with_pellet_hopper_gallery_4,variant,abs_bar_be_cube_with_pellet_hopper,gallery,abs-bar-be-cube-with-pellet-hopper-gallery-4.jpg,abs/abs-bar-be-cube-with-pellet-hopper/abs-bar-be-cube-with-pellet-hopper-gallery-4.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/10/5.jpeg,1920,1440,https://www.americanbarbecuesystems.com/product/abs-bar-be-cube-with-stainless-pellet-system/,manufacturer,ABS Bar-Be Cube with Pellet Hopper gallery view 4,5,TRUE,
abs_bar_be_cube_with_pellet_hopper_gallery_5,variant,abs_bar_be_cube_with_pellet_hopper,gallery,abs-bar-be-cube-with-pellet-hopper-gallery-5.jpg,abs/abs-bar-be-cube-with-pellet-hopper/abs-bar-be-cube-with-pellet-hopper-gallery-5.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/10/6.jpeg,1920,1440,https://www.americanbarbecuesystems.com/product/abs-bar-be-cube-with-stainless-pellet-system/,manufacturer,ABS Bar-Be Cube with Pellet Hopper gallery view 5,6,TRUE,
abs_bar_be_cube_with_pellet_hopper_gallery_6,variant,abs_bar_be_cube_with_pellet_hopper,gallery,abs-bar-be-cube-with-pellet-hopper-gallery-6.jpg,abs/abs-bar-be-cube-with-pellet-hopper/abs-bar-be-cube-with-pellet-hopper-gallery-6.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/10/7.jpeg,1920,1440,https://www.americanbarbecuesystems.com/product/abs-bar-be-cube-with-stainless-pellet-system/,manufacturer,ABS Bar-Be Cube with Pellet Hopper gallery view 6,7,TRUE,
abs_bar_be_cube_with_pellet_hopper_gallery_7,variant,abs_bar_be_cube_with_pellet_hopper,gallery,abs-bar-be-cube-with-pellet-hopper-gallery-7.jpg,abs/abs-bar-be-cube-with-pellet-hopper/abs-bar-be-cube-with-pellet-hopper-gallery-7.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/10/8.jpeg,1920,1440,https://www.americanbarbecuesystems.com/product/abs-bar-be-cube-with-stainless-pellet-system/,manufacturer,ABS Bar-Be Cube with Pellet Hopper gallery view 7,8,TRUE,
abs_bar_be_cube_with_pellet_hopper_gallery_8,variant,abs_bar_be_cube_with_pellet_hopper,gallery,abs-bar-be-cube-with-pellet-hopper-gallery-8.jpg,abs/abs-bar-be-cube-with-pellet-hopper/abs-bar-be-cube-with-pellet-hopper-gallery-8.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/10/9.jpeg,1920,1440,https://www.americanbarbecuesystems.com/product/abs-bar-be-cube-with-stainless-pellet-system/,manufacturer,ABS Bar-Be Cube with Pellet Hopper gallery view 8,9,TRUE,
abs_bar_be_cube_with_pellet_hopper_gallery_9,variant,abs_bar_be_cube_with_pellet_hopper,gallery,abs-bar-be-cube-with-pellet-hopper-gallery-9.jpg,abs/abs-bar-be-cube-with-pellet-hopper/abs-bar-be-cube-with-pellet-hopper-gallery-9.jpg,https://www.americanbarbecuesystems.com/wp-content/uploads/2019/10/10.jpeg,1920,1440,https://www.americanbarbecuesystems.com/product/abs-bar-be-cube-with-stainless-pellet-system/,manufacturer,ABS Bar-Be Cube with Pellet Hopper gallery view 9,10,TRUE,
abs_judge_4ft_judge_with_rotisserie_hero,variant,abs_judge_4ft_judge_with_rotisserie,hero,abs-judge-4ft-judge-with-rotisserie-hero.jpg,abs/abs-judge-4ft-judge-with-rotisserie/abs-judge-4ft-judge-with-rotisserie-hero.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft/,manufacturer,ABS Judge 4FT Judge with Rotisserie front view,1,TRUE,
abs_judge_4ft_judge_with_rotisserie_gallery_1,variant,abs_judge_4ft_judge_with_rotisserie,gallery,abs-judge-4ft-judge-with-rotisserie-gallery-1.jpg,abs/abs-judge-4ft-judge-with-rotisserie/abs-judge-4ft-judge-with-rotisserie-gallery-1.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft/,manufacturer,ABS Judge 4FT Judge with Rotisserie gallery view 1,2,TRUE,
abs_judge_4ft_judge_with_rotisserie_gallery_2,variant,abs_judge_4ft_judge_with_rotisserie,gallery,abs-judge-4ft-judge-with-rotisserie-gallery-2.jpg,abs/abs-judge-4ft-judge-with-rotisserie/abs-judge-4ft-judge-with-rotisserie-gallery-2.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft/,manufacturer,ABS Judge 4FT Judge with Rotisserie gallery view 2,3,TRUE,
abs_judge_4ft_judge_with_rotisserie_gallery_3,variant,abs_judge_4ft_judge_with_rotisserie,gallery,abs-judge-4ft-judge-with-rotisserie-gallery-3.jpg,abs/abs-judge-4ft-judge-with-rotisserie/abs-judge-4ft-judge-with-rotisserie-gallery-3.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft/,manufacturer,ABS Judge 4FT Judge with Rotisserie gallery view 3,4,TRUE,
abs_judge_4ft_judge_with_rotisserie_gallery_4,variant,abs_judge_4ft_judge_with_rotisserie,gallery,abs-judge-4ft-judge-with-rotisserie-gallery-4.jpg,abs/abs-judge-4ft-judge-with-rotisserie/abs-judge-4ft-judge-with-rotisserie-gallery-4.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft/,manufacturer,ABS Judge 4FT Judge with Rotisserie gallery view 4,5,TRUE,
abs_judge_4ft_judge_with_rotisserie_gallery_5,variant,abs_judge_4ft_judge_with_rotisserie,gallery,abs-judge-4ft-judge-with-rotisserie-gallery-5.jpg,abs/abs-judge-4ft-judge-with-rotisserie/abs-judge-4ft-judge-with-rotisserie-gallery-5.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft/,manufacturer,ABS Judge 4FT Judge with Rotisserie gallery view 5,6,TRUE,
abs_judge_4ft_judge_with_rotisserie_gallery_6,variant,abs_judge_4ft_judge_with_rotisserie,gallery,abs-judge-4ft-judge-with-rotisserie-gallery-6.jpg,abs/abs-judge-4ft-judge-with-rotisserie/abs-judge-4ft-judge-with-rotisserie-gallery-6.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft/,manufacturer,ABS Judge 4FT Judge with Rotisserie gallery view 6,7,TRUE,
abs_judge_4ft_judge_with_rotisserie_gallery_7,variant,abs_judge_4ft_judge_with_rotisserie,gallery,abs-judge-4ft-judge-with-rotisserie-gallery-7.jpg,abs/abs-judge-4ft-judge-with-rotisserie/abs-judge-4ft-judge-with-rotisserie-gallery-7.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft/,manufacturer,ABS Judge 4FT Judge with Rotisserie gallery view 7,8,TRUE,
abs_judge_4ft_judge_with_rotisserie_gallery_8,variant,abs_judge_4ft_judge_with_rotisserie,gallery,abs-judge-4ft-judge-with-rotisserie-gallery-8.jpg,abs/abs-judge-4ft-judge-with-rotisserie/abs-judge-4ft-judge-with-rotisserie-gallery-8.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft/,manufacturer,ABS Judge 4FT Judge with Rotisserie gallery view 8,9,TRUE,
abs_judge_4ft_judge_with_rotisserie_gallery_9,variant,abs_judge_4ft_judge_with_rotisserie,gallery,abs-judge-4ft-judge-with-rotisserie-gallery-9.jpg,abs/abs-judge-4ft-judge-with-rotisserie/abs-judge-4ft-judge-with-rotisserie-gallery-9.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft/,manufacturer,ABS Judge 4FT Judge with Rotisserie gallery view 9,10,TRUE,
abs_judge_4ft_judge_with_rotisserie_and_propane_burner_hero,variant,abs_judge_4ft_judge_with_rotisserie_and_propane_burner,hero,abs-judge-4ft-judge-with-rotisserie-and-propane-burner-hero.jpg,abs/abs-judge-4ft-judge-with-rotisserie-and-propane-burner/abs-judge-4ft-judge-with-rotisserie-and-propane-burner-hero.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft-with-stainless-rotisserie-and-propane-system/,manufacturer,ABS Judge 4FT Judge with Rotisserie and Propane Burner front view,1,TRUE,
abs_judge_4ft_judge_with_rotisserie_and_propane_burner_gallery_1,variant,abs_judge_4ft_judge_with_rotisserie_and_propane_burner,gallery,abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-1.jpg,abs/abs-judge-4ft-judge-with-rotisserie-and-propane-burner/abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-1.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft-with-stainless-rotisserie-and-propane-system/,manufacturer,ABS Judge 4FT Judge with Rotisserie and Propane Burner gallery view 1,2,TRUE,
abs_judge_4ft_judge_with_rotisserie_and_propane_burner_gallery_2,variant,abs_judge_4ft_judge_with_rotisserie_and_propane_burner,gallery,abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-2.jpg,abs/abs-judge-4ft-judge-with-rotisserie-and-propane-burner/abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-2.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft-with-stainless-rotisserie-and-propane-system/,manufacturer,ABS Judge 4FT Judge with Rotisserie and Propane Burner gallery view 2,3,TRUE,
abs_judge_4ft_judge_with_rotisserie_and_propane_burner_gallery_3,variant,abs_judge_4ft_judge_with_rotisserie_and_propane_burner,gallery,abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-3.jpg,abs/abs-judge-4ft-judge-with-rotisserie-and-propane-burner/abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-3.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft-with-stainless-rotisserie-and-propane-system/,manufacturer,ABS Judge 4FT Judge with Rotisserie and Propane Burner gallery view 3,4,TRUE,
abs_judge_4ft_judge_with_rotisserie_and_propane_burner_gallery_4,variant,abs_judge_4ft_judge_with_rotisserie_and_propane_burner,gallery,abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-4.jpg,abs/abs-judge-4ft-judge-with-rotisserie-and-propane-burner/abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-4.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft-with-stainless-rotisserie-and-propane-system/,manufacturer,ABS Judge 4FT Judge with Rotisserie and Propane Burner gallery view 4,5,TRUE,
abs_judge_4ft_judge_with_rotisserie_and_propane_burner_gallery_5,variant,abs_judge_4ft_judge_with_rotisserie_and_propane_burner,gallery,abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-5.jpg,abs/abs-judge-4ft-judge-with-rotisserie-and-propane-burner/abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-5.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft-with-stainless-rotisserie-and-propane-system/,manufacturer,ABS Judge 4FT Judge with Rotisserie and Propane Burner gallery view 5,6,TRUE,
abs_judge_4ft_judge_with_rotisserie_and_propane_burner_gallery_6,variant,abs_judge_4ft_judge_with_rotisserie_and_propane_burner,gallery,abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-6.jpg,abs/abs-judge-4ft-judge-with-rotisserie-and-propane-burner/abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-6.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft-with-stainless-rotisserie-and-propane-system/,manufacturer,ABS Judge 4FT Judge with Rotisserie and Propane Burner gallery view 6,7,TRUE,
abs_judge_4ft_judge_with_rotisserie_and_propane_burner_gallery_7,variant,abs_judge_4ft_judge_with_rotisserie_and_propane_burner,gallery,abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-7.jpg,abs/abs-judge-4ft-judge-with-rotisserie-and-propane-burner/abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-7.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft-with-stainless-rotisserie-and-propane-system/,manufacturer,ABS Judge 4FT Judge with Rotisserie and Propane Burner gallery view 7,8,TRUE,
abs_judge_4ft_judge_with_rotisserie_and_propane_burner_gallery_8,variant,abs_judge_4ft_judge_with_rotisserie_and_propane_burner,gallery,abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-8.jpg,abs/abs-judge-4ft-judge-with-rotisserie-and-propane-burner/abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-8.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft-with-stainless-rotisserie-and-propane-system/,manufacturer,ABS Judge 4FT Judge with Rotisserie and Propane Burner gallery view 8,9,TRUE,
abs_judge_4ft_judge_with_rotisserie_and_propane_burner_gallery_9,variant,abs_judge_4ft_judge_with_rotisserie_and_propane_burner,gallery,abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-9.jpg,abs/abs-judge-4ft-judge-with-rotisserie-and-propane-burner/abs-judge-4ft-judge-with-rotisserie-and-propane-burner-gallery-9.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-4ft-with-stainless-rotisserie-and-propane-system/,manufacturer,ABS Judge 4FT Judge with Rotisserie and Propane Burner gallery view 9,10,TRUE,
abs_judge_5ft_judge_with_legs_hero,variant,abs_judge_5ft_judge_with_legs,hero,abs-judge-5ft-judge-with-legs-hero.jpg,abs/abs-judge-5ft-judge-with-legs/abs-judge-5ft-judge-with-legs-hero.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-5ft-on-legs-and-mounting-pads/,manufacturer,ABS Judge 5FT Judge with Legs front view,1,TRUE,
abs_judge_5ft_judge_with_legs_gallery_1,variant,abs_judge_5ft_judge_with_legs,gallery,abs-judge-5ft-judge-with-legs-gallery-1.jpg,abs/abs-judge-5ft-judge-with-legs/abs-judge-5ft-judge-with-legs-gallery-1.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-5ft-on-legs-and-mounting-pads/,manufacturer,ABS Judge 5FT Judge with Legs gallery view 1,2,TRUE,
abs_judge_5ft_judge_with_legs_gallery_2,variant,abs_judge_5ft_judge_with_legs,gallery,abs-judge-5ft-judge-with-legs-gallery-2.jpg,abs/abs-judge-5ft-judge-with-legs/abs-judge-5ft-judge-with-legs-gallery-2.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-5ft-on-legs-and-mounting-pads/,manufacturer,ABS Judge 5FT Judge with Legs gallery view 2,3,TRUE,
abs_judge_5ft_judge_with_legs_gallery_3,variant,abs_judge_5ft_judge_with_legs,gallery,abs-judge-5ft-judge-with-legs-gallery-3.jpg,abs/abs-judge-5ft-judge-with-legs/abs-judge-5ft-judge-with-legs-gallery-3.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-5ft-on-legs-and-mounting-pads/,manufacturer,ABS Judge 5FT Judge with Legs gallery view 3,4,TRUE,
abs_judge_5ft_judge_with_legs_gallery_4,variant,abs_judge_5ft_judge_with_legs,gallery,abs-judge-5ft-judge-with-legs-gallery-4.jpg,abs/abs-judge-5ft-judge-with-legs/abs-judge-5ft-judge-with-legs-gallery-4.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-5ft-on-legs-and-mounting-pads/,manufacturer,ABS Judge 5FT Judge with Legs gallery view 4,5,TRUE,
abs_judge_5ft_judge_with_legs_gallery_5,variant,abs_judge_5ft_judge_with_legs,gallery,abs-judge-5ft-judge-with-legs-gallery-5.jpg,abs/abs-judge-5ft-judge-with-legs/abs-judge-5ft-judge-with-legs-gallery-5.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-5ft-on-legs-and-mounting-pads/,manufacturer,ABS Judge 5FT Judge with Legs gallery view 5,6,TRUE,
abs_judge_5ft_judge_with_legs_gallery_6,variant,abs_judge_5ft_judge_with_legs,gallery,abs-judge-5ft-judge-with-legs-gallery-6.jpg,abs/abs-judge-5ft-judge-with-legs/abs-judge-5ft-judge-with-legs-gallery-6.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-5ft-on-legs-and-mounting-pads/,manufacturer,ABS Judge 5FT Judge with Legs gallery view 6,7,TRUE,
abs_judge_5ft_judge_with_legs_gallery_7,variant,abs_judge_5ft_judge_with_legs,gallery,abs-judge-5ft-judge-with-legs-gallery-7.jpg,abs/abs-judge-5ft-judge-with-legs/abs-judge-5ft-judge-with-legs-gallery-7.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-5ft-on-legs-and-mounting-pads/,manufacturer,ABS Judge 5FT Judge with Legs gallery view 7,8,TRUE,
abs_judge_5ft_judge_with_legs_gallery_8,variant,abs_judge_5ft_judge_with_legs,gallery,abs-judge-5ft-judge-with-legs-gallery-8.jpg,abs/abs-judge-5ft-judge-with-legs/abs-judge-5ft-judge-with-legs-gallery-8.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-5ft-on-legs-and-mounting-pads/,manufacturer,ABS Judge 5FT Judge with Legs gallery view 8,9,TRUE,
abs_judge_5ft_judge_with_legs_gallery_9,variant,abs_judge_5ft_judge_with_legs,gallery,abs-judge-5ft-judge-with-legs-gallery-9.jpg,abs/abs-judge-5ft-judge-with-legs/abs-judge-5ft-judge-with-legs-gallery-9.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-5ft-on-legs-and-mounting-pads/,manufacturer,ABS Judge 5FT Judge with Legs gallery view 9,10,TRUE,
abs_judge_5ft_judge_with_rotisserie_hero,variant,abs_judge_5ft_judge_with_rotisserie,hero,abs-judge-5ft-judge-with-rotisserie-hero.jpg,abs/abs-judge-5ft-judge-with-rotisserie/abs-judge-5ft-judge-with-rotisserie-hero.jpg,,,,https://www.americanbarbecuesystems.com/product/judge-5ft-with-stainless-rotisserie/,manufacturer,ABS Judge 5FT Judge with Rotisserie front view,1,TRUE,
